ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(6.7825e+07)","Runtime Improvement""""(3.52359e+07)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
92,71.52,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,98.24,70.26,28.48,27.34,240,"    1,  172,    1","  128,    1,    1"
96,71.44,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,98.46,70.34,28.56,27.31,240,"    1,  172,    1","  128,    1,    1"
100,71.42,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x128_32x4_nhwc_align8..,98.21,70.14,28.58,26.70,238,"  172,    1,    1","  128,    1,    1"
1293,71.37,tensorTransformGeneric,"..tensorTransformGeneric..cudnnTensorTransformStruct, tensorTransformParams..",16.70,11.92,6.02,73.68,22,"  164,    1,    1","  768,    1,    1"
512,70.59,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,31.39,22.16,22.09,29.41,162,"   16,    3,    1","  128,    1,    1"
515,70.28,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,31.17,21.91,22.38,29.72,160,"   16,    3,    1","  128,    1,    1"
500,70.28,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_32x6_nhwc_align8..,30.72,21.59,22.54,29.72,162,"   12,    4,    1","  128,    1,    1"
491,70.21,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_64x3_nhwc_align8..,30.56,21.46,22.63,29.79,172,"   12,    4,    1","  128,    1,    1"
518,70.20,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,30.98,21.74,22.34,29.80,160,"   16,    3,    1","  128,    1,    1"
497,70.18,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_32x6_nhwc_align8..,30.62,21.49,22.61,29.82,162,"   12,    4,    1","  128,    1,    1"
509,70.17,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,31.55,22.14,22.05,29.83,162,"   16,    3,    1","  128,    1,    1"
1301,70.17,tensorTransformGeneric,"..tensorTransformGeneric..cudnnTensorTransformStruct, tensorTransformParams..",16.86,11.83,6.04,72.43,22,"  164,    1,    1","  768,    1,    1"
494,70.07,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_64x3_nhwc_align8..,30.59,21.43,22.66,29.93,172,"   12,    4,    1","  128,    1,    1"
312,69.92,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_64x3_nhwc_align8..,117.92,82.45,24.26,30.08,172,"   44,    2,    1","  128,    1,    1"
316,69.85,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_64x3_nhwc_align8..,117.82,82.30,24.26,30.15,172,"   44,    2,    1","  128,    1,    1"
482,69.76,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,31.01,21.63,22.45,30.24,152,"    8,    6,    1","  128,    1,    1"
417,69.70,Kernel2,..cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2..,13.47,9.39,12.78,30.30,80,"   32,    2,    1","  128,    1,    1"
479,69.47,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,30.82,21.41,22.47,30.53,152,"    8,    6,    1","  128,    1,    1"
416,69.41,Kernel2,..cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2..,13.41,9.31,12.90,30.59,80,"   32,    2,    1","  128,    1,    1"
430,69.30,Kernel2,..cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2..,13.47,9.34,12.94,30.70,80,"   32,    2,    1","  128,    1,    1"
468,69.30,Kernel2,..cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2..,13.38,9.27,12.94,30.70,80,"   32,    2,    1","  128,    1,    1"
657,69.29,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_64x3_nhwc_align8..,165.25,114.50,30.71,26.59,202,"   44,    4,    1","  128,    1,    1"
653,69.26,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_64x3_nhwc_align8..,164.83,114.17,30.74,26.50,202,"   44,    4,    1","  128,    1,    1"
457,69.23,Kernel2,..cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2..,13.50,9.35,12.97,30.77,80,"   32,    2,    1","  128,    1,    1"
431,69.23,Kernel2,..cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2..,13.38,9.26,12.98,30.77,80,"   32,    2,    1","  128,    1,    1"
456,69.17,Kernel2,..cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2..,13.41,9.27,13.01,30.83,80,"   32,    2,    1","  128,    1,    1"
464,69.11,Kernel2,..cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align2..,13.57,9.38,13.02,30.89,80,"   32,    2,    1","  128,    1,    1"
485,69.03,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_64x128_32x6_nhwc_align8..,30.02,20.72,23.15,30.97,152,"   24,    2,    1","  128,    1,    1"
933,68.99,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_64x3_nhwc_align8..,170.69,117.75,29.02,31.01,202,"  688,    1,    1","  128,    1,    1"
929,68.92,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_64x3_nhwc_align8..,170.88,117.77,29.05,31.08,202,"  688,    1,    1","  128,    1,    1"
488,68.86,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_64x128_32x6_nhwc_align8..,29.86,20.56,23.18,31.14,152,"   24,    2,    1","  128,    1,    1"
839,68.57,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x256_32x3_nhwc_align8..,314.08,215.36,31.43,12.76,254,"  172,    1,    1","  256,    1,    1"
843,68.57,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x256_32x3_nhwc_align8..,314.18,215.42,31.43,12.76,254,"  172,    1,    1","  256,    1,    1"
771,68.56,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_align8..,157.98,108.32,31.44,25.40,255,"  172,    1,    1","  128,    1,    1"
767,68.53,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_align8..,157.41,107.87,31.47,24.22,255,"  172,    1,    1","  128,    1,    1"
989,68.51,bn_fw_inf_1C11_kernel_NCHW,"..cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float..cudnnTensorStruct..",74.30,50.90,10.60,31.49,20,"   64,    1,    1","  512,    1,    1"
108,68.40,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,103.68,70.92,27.19,31.60,248,"    2,   86,    1","  128,    1,    1"
112,68.37,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x64x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,103.62,70.84,27.19,31.63,248,"    2,   86,    1","  128,    1,    1"
353,68.18,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_64x128_32x6_nhwc_align8..,112.99,77.04,27.50,31.82,152,"   24,    2,    1","  128,    1,    1"
126,68.17,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,126.91,86.51,22.25,31.83,244,"    1,   86,    1","  256,    1,    1"
130,68.00,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,127.04,86.38,22.26,32.00,244,"    1,   86,    1","  256,    1,    1"
831,67.94,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_64x3_nhwc_align8..,154.50,104.97,32.03,32.06,202,"  172,    2,    1","  128,    1,    1"
835,67.91,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_64x3_nhwc_align8..,154.56,104.96,32.05,32.09,202,"  172,    2,    1","  128,    1,    1"
879,67.83,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_64x3_nhwc_align8..,154.56,104.84,32.05,32.17,202,"  172,    2,    1","  128,    1,    1"
357,67.82,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_64x128_32x6_nhwc_align8..,112.58,76.35,27.51,32.18,152,"   24,    2,    1","  128,    1,    1"
55,67.48,bn_fw_inf_1C11_kernel_NCHW,"..cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float..cudnnTensorStruct..",74.46,50.24,10.61,32.52,20,"   64,    1,    1","  512,    1,    1"
248,67.45,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,114.18,77.01,24.94,32.55,152,"    4,   22,    1","  128,    1,    1"
252,67.43,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,114.11,76.95,24.95,32.57,152,"    4,   22,    1","  128,    1,    1"
539,67.05,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x128_64x3_nhwc_align8..,105.28,70.59,29.53,32.95,184,"   24,    4,    1","  128,    1,    1"
543,67.05,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x128_64x3_nhwc_align8..,105.38,70.65,29.55,32.95,184,"   24,    4,    1","  128,    1,    1"
349,67.05,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,113.70,76.23,27.24,32.95,160,"   16,    3,    1","  128,    1,    1"
345,67.01,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,113.54,76.08,27.19,32.99,160,"   16,    3,    1","  128,    1,    1"
1184,66.66,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_32x6_nhwc_align8..,332.16,221.43,33.34,30.90,162," 2747,    1,    1","  128,    1,    1"
1180,66.57,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_32x6_nhwc_align8..,331.87,220.94,33.43,30.92,162," 2747,    1,    1","  128,    1,    1"
1011,66.41,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,224.93,149.37,33.59,26.10,254,"    1,  344,    1","  256,    1,    1"
1136,66.13,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_32x6_nhwc_align8..,326.82,216.12,33.87,30.28,162," 2747,    1,    1","  128,    1,    1"
1132,66.13,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_128x64_32x6_nhwc_align8..,327.84,216.79,33.87,30.29,162," 2747,    1,    1","  128,    1,    1"
669,66.12,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x128_64x3_nhwc_align8..,164.67,108.87,30.77,33.88,184,"   88,    2,    1","  128,    1,    1"
673,66.10,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x128_64x3_nhwc_align8..,164.77,108.92,30.72,33.90,184,"   88,    2,    1","  128,    1,    1"
1015,65.95,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,223.55,147.44,34.05,26.25,254,"    1,  344,    1","  256,    1,    1"
599,65.83,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,110.75,72.90,28.07,34.17,157,"    8,   12,    1","  128,    1,    1"
1303,65.81,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,36.06,23.74,71.49,70.20,40,"10988,    1,    1","  256,    1,    1"
1307,65.79,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,36.26,23.85,71.46,70.18,40,"10988,    1,    1","  256,    1,    1"
1279,65.77,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,36.16,23.78,71.44,70.16,40,"10988,    1,    1","  256,    1,    1"
1291,65.76,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,36.26,23.84,71.43,70.14,40,"10988,    1,    1","  256,    1,    1"
607,65.74,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,110.53,72.66,28.06,34.26,157,"    8,   12,    1","  128,    1,    1"
1295,65.73,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,36.03,23.68,71.40,70.11,40,"10988,    1,    1","  256,    1,    1"
1299,65.68,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,36.10,23.71,71.34,70.06,40,"10988,    1,    1","  256,    1,    1"
1287,65.61,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,36.26,23.79,71.27,69.99,40,"10988,    1,    1","  256,    1,    1"
365,65.55,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,113.41,74.34,27.31,34.45,152,"    8,    6,    1","  128,    1,    1"
361,65.53,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,113.50,74.38,27.30,34.47,152,"    8,    6,    1","  128,    1,    1"
1283,65.50,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,36.22,23.73,71.14,69.86,40,"10988,    1,    1","  256,    1,    1"
757,65.44,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x128_64x3_nhwc_align8..,163.87,107.23,30.94,34.56,184,"   88,    2,    1","  128,    1,    1"
591,64.13,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,109.89,70.48,28.44,35.87,144,"    4,   24,    1","  128,    1,    1"
473,64.11,Kernel2,..cutlass..cutlass_80_tensorop_f16_s16816gemm_f16_128x64_32x6_nn_align2..,32.74,20.99,21.18,35.89,136,"   64,    1,    1","  128,    1,    1"
1176,64.06,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_256x64_32x4_nhwc_align8..,309.06,197.99,35.94,27.36,246," 1374,    1,    1","  128,    1,    1"
474,64.06,Kernel2,..cutlass..cutlass_80_tensorop_f16_s16816gemm_f16_128x64_32x6_nn_align2..,32.80,21.01,21.21,35.94,136,"   64,    1,    1","  128,    1,    1"
1172,64.05,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_256x64_32x4_nhwc_align8..,309.25,198.09,35.95,27.36,246," 1374,    1,    1","  128,    1,    1"
472,64.04,Kernel2,..cutlass..cutlass_80_tensorop_f16_s16816gemm_f16_128x64_32x6_nn_align2..,32.77,20.99,21.21,35.96,136,"   64,    1,    1","  128,    1,    1"
476,64.04,Kernel2,..cutlass..cutlass_80_tensorop_f16_s16816gemm_f16_128x64_32x6_nn_align2..,32.80,21.00,21.22,35.96,136,"   64,    1,    1","  128,    1,    1"
1252,64.03,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_256x64_32x4_nhwc_align8..,308.38,197.47,35.97,27.44,246," 1374,    1,    1","  128,    1,    1"
477,64.01,Kernel2,..cutlass..cutlass_80_tensorop_f16_s16816gemm_f16_128x64_32x6_nn_align2..,32.67,20.91,21.24,35.99,136,"   64,    1,    1","  128,    1,    1"
583,64.00,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,109.57,70.13,28.39,36.00,144,"    4,   24,    1","  128,    1,    1"
520,64.00,Kernel2,..cutlass..cutlass_80_tensorop_f16_s16816gemm_f16_128x64_32x6_nn_align2..,32.64,20.89,21.24,36.00,136,"   64,    1,    1","  128,    1,    1"
475,63.98,Kernel2,..cutlass..cutlass_80_tensorop_f16_s16816gemm_f16_128x64_32x6_nn_align2..,32.67,20.90,21.25,36.02,136,"   64,    1,    1","  128,    1,    1"
1003,63.89,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x5_nhwc_unity_stride_align8..,205.38,131.22,36.11,30.22,241,"  688,    1,    1","  128,    1,    1"
1007,63.79,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x5_nhwc_unity_stride_align8..,205.25,130.92,36.21,30.25,241,"  688,    1,    1","  128,    1,    1"
969,63.78,Kernel,..cutlass_tensorop_f16_s16816dgrad_analytic_f16_128x128_32x3_nhwc_align8..,274.53,175.08,36.22,22.11,255,"  688,    1,    1","  128,    1,    1"
973,63.77,Kernel,..cutlass_tensorop_f16_s16816dgrad_analytic_f16_128x128_32x3_nhwc_align8..,273.15,174.20,36.23,22.24,255,"  688,    1,    1","  128,    1,    1"
531,63.50,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x64_64x5_nhwc_align8..,113.63,72.16,27.41,36.50,128,"   24,    8,    1","  128,    1,    1"
635,63.44,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x64_64x5_nhwc_align8..,113.73,72.15,27.36,36.56,128,"   24,    8,    1","  128,    1,    1"
46,63.39,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage5_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage5_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,101.12,64.10,27.51,36.61,190,"    2,  344,    1","  128,    1,    1"
535,63.39,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x64_64x5_nhwc_align8..,113.50,71.95,27.34,36.61,128,"   24,    8,    1","  128,    1,    1"
50,63.37,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage5_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x32x32_stage5_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,101.12,64.08,27.51,36.63,190,"    2,  344,    1","  128,    1,    1"
179,63.08,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_64x128_32x6_nhwc_align8..,93.06,58.70,30.08,36.92,152,"  172,    1,    1","  128,    1,    1"
175,63.04,Kernel,..cutlass_tensorop_f16_s16816fprop_optimized_f16_64x128_32x6_nhwc_align8..,93.15,58.73,30.07,36.96,152,"  172,    1,    1","  128,    1,    1"
631,62.98,sm80_xmma_dgrad_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,330.43,208.10,34.43,37.02,128,"    8,   22,    1","  128,    1,    1"
627,62.96,sm80_xmma_dgrad_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,330.56,208.11,34.43,37.04,128,"    8,   22,    1","  128,    1,    1"
15,62.90,implicit_convolve_sgemm,"..implicit_convolve_sgemm<__half..kernel_conv_params, unsigned long..",89.06,56.02,65.20,64.41,86," 2750,    2,    1","    8,    8,    1"
1035,62.89,Kernel,..cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_32x6_nhwc_unity_stride_align8..,216.96,136.44,34.21,37.11,164," 1376,    1,    1","  128,    1,    1"
