ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(6.7825e+07)","Runtime Improvement""""(3.52359e+07)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
1148,29.70,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,185.09,54.97,30.09,70.30,118,"    1, 2747,    1","  128,    1,    1"
1166,29.56,elementwise_kernel,..elementwise_kernel..gpu_kernel_impl_nocast..CUDAFunctor_add..TensorIteratorBase..,67.10,19.84,52.35,70.44,16,"21975,    1,    1","  128,    1,    1"
1152,29.48,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,184.42,54.36,30.00,70.52,118,"    1, 2747,    1","  128,    1,    1"
93,28.76,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,17.95,5.16,50.99,71.24,40,"  688,    4,    1","  256,    1,    1"
1077,28.72,elementwise_kernel,..elementwise_kernel..gpu_kernel_impl_nocast..CUDAFunctor_add..TensorIteratorBase..,67.30,19.33,52.43,71.28,16,"21975,    1,    1","  128,    1,    1"
932,28.58,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.25,4.93,39.68,71.42,38,"  688,    4,    1","  256,    1,    1"
968,28.47,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.26,4.63,46.48,71.53,38,"  688,    4,    1","  256,    1,    1"
888,28.26,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.15,4.85,40.37,71.74,38,"  688,    4,    1","  256,    1,    1"
980,28.21,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.64,4.69,46.89,71.79,38,"  688,    4,    1","  256,    1,    1"
928,28.06,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.18,4.82,39.81,71.94,38,"  688,    4,    1","  256,    1,    1"
972,28.05,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.10,4.52,46.51,71.95,38,"  688,    4,    1","  256,    1,    1"
944,27.94,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.22,4.81,35.47,72.06,38,"  688,    4,    1","  256,    1,    1"
976,27.82,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.54,4.60,39.66,72.18,38,"  688,    4,    1","  256,    1,    1"
964,27.79,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.64,4.62,46.81,72.21,38,"  688,    4,    1","  256,    1,    1"
912,27.77,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.09,4.75,40.56,72.23,38,"  688,    4,    1","  256,    1,    1"
229,27.73,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.06,4.73,46.80,72.27,38,"  688,    4,    1","  256,    1,    1"
920,27.67,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.06,4.72,39.89,72.33,38,"  688,    4,    1","  256,    1,    1"
936,27.35,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.96,4.64,39.69,72.65,38,"  688,    4,    1","  256,    1,    1"
217,27.31,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.41,4.75,46.81,72.69,38,"  688,    4,    1","  256,    1,    1"
197,27.23,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.31,4.71,46.07,72.77,38,"  688,    4,    1","  256,    1,    1"
177,27.20,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.31,4.71,47.00,72.80,38,"  688,    4,    1","  256,    1,    1"
209,27.04,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.28,4.67,44.68,72.96,38,"  688,    4,    1","  256,    1,    1"
225,26.99,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.25,4.66,46.90,73.01,38,"  688,    4,    1","  256,    1,    1"
1254,26.98,elementwise_kernel,..elementwise_kernel..gpu_kernel_impl_nocast..CUDAFunctor_add..TensorIteratorBase..,130.62,35.25,53.24,73.02,16,"43950,    1,    1","  128,    1,    1"
221,26.94,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.28,4.66,46.52,73.06,38,"  688,    4,    1","  256,    1,    1"
900,26.92,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.22,4.64,39.35,73.08,38,"  688,    4,    1","  256,    1,    1"
205,26.75,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.25,4.61,46.71,73.25,38,"  688,    4,    1","  256,    1,    1"
201,26.70,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.18,4.59,46.13,73.30,38,"  688,    4,    1","  256,    1,    1"
173,26.65,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.18,4.58,46.24,73.35,38,"  688,    4,    1","  256,    1,    1"
189,26.65,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.28,4.61,46.55,73.35,38,"  688,    4,    1","  256,    1,    1"
908,26.53,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.18,4.56,39.94,73.47,38,"  688,    4,    1","  256,    1,    1"
185,26.48,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.18,4.55,46.51,73.52,38,"  688,    4,    1","  256,    1,    1"
952,26.48,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.22,4.56,46.49,73.52,38,"  688,    4,    1","  256,    1,    1"
161,26.44,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.25,4.56,46.73,73.56,38,"  688,    4,    1","  256,    1,    1"
181,26.43,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.15,4.53,46.80,73.57,38,"  688,    4,    1","  256,    1,    1"
153,26.42,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.18,4.54,46.11,73.58,38,"  688,    4,    1","  256,    1,    1"
892,26.34,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,16.77,4.42,39.48,73.66,38,"  688,    4,    1","  256,    1,    1"
157,26.25,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.15,4.50,47.07,73.75,38,"  688,    4,    1","  256,    1,    1"
165,26.21,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.09,4.48,46.31,73.79,38,"  688,    4,    1","  256,    1,    1"
149,26.12,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.12,4.47,39.82,73.88,38,"  688,    4,    1","  256,    1,    1"
213,26.04,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.15,4.47,46.50,73.96,38,"  688,    4,    1","  256,    1,    1"
904,26.03,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.06,4.44,40.08,73.97,38,"  688,    4,    1","  256,    1,    1"
193,26.03,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.12,4.46,46.02,73.97,38,"  688,    4,    1","  256,    1,    1"
956,25.98,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.18,4.46,39.04,74.02,38,"  688,    4,    1","  256,    1,    1"
896,25.86,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.02,4.40,41.25,74.14,38,"  688,    4,    1","  256,    1,    1"
169,25.84,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.06,4.41,46.75,74.16,38,"  688,    4,    1","  256,    1,    1"
960,25.82,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,17.09,4.41,40.12,74.18,38,"  688,    4,    1","  256,    1,    1"
150,25.11,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,6.56,1.65,41.08,40.18,38,"    1,    4,  256","  256,    1,    1"
1116,25.08,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage3_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage3_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,173.57,43.52,31.96,74.92,122,"    1, 2747,    1","  128,    1,    1"
170,24.99,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,6.43,1.61,40.86,39.99,38,"    1,    4,  256","  256,    1,    1"
1120,24.94,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage3_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage3_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,173.22,43.19,32.07,75.06,122,"    1, 2747,    1","  128,    1,    1"
800,24.66,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.19,3.99,42.85,75.34,40,"  688,    4,    1","  256,    1,    1"
824,24.47,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.19,3.96,43.49,75.53,40,"  688,    4,    1","  256,    1,    1"
127,24.32,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.10,3.91,53.82,75.68,40,"  688,    4,    1","  256,    1,    1"
97,24.20,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.16,3.91,51.39,75.80,40,"  688,    4,    1","  256,    1,    1"
118,24.17,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.16,3.91,51.19,75.83,40,"  688,    4,    1","  256,    1,    1"
77,24.10,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.10,3.88,51.72,75.90,40,"  688,    4,    1","  256,    1,    1"
143,24.03,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.19,3.89,51.29,75.97,40,"  688,    4,    1","  256,    1,    1"
832,23.97,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.13,3.87,41.93,76.03,40,"  688,    4,    1","  256,    1,    1"
820,23.95,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.10,3.85,43.77,76.05,40,"  688,    4,    1","  256,    1,    1"
868,23.93,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.16,3.87,44.71,76.07,40,"  688,    4,    1","  256,    1,    1"
828,23.93,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.10,3.85,43.10,76.07,40,"  688,    4,    1","  256,    1,    1"
860,23.92,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.10,3.85,44.66,76.08,40,"  688,    4,    1","  256,    1,    1"
840,23.80,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.06,3.82,42.73,76.20,40,"  688,    4,    1","  256,    1,    1"
81,23.76,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.97,3.79,51.23,76.24,40,"  688,    4,    1","  256,    1,    1"
880,23.72,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.10,3.82,43.30,76.28,40,"  688,    4,    1","  256,    1,    1"
852,23.72,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.06,3.81,44.03,76.28,40,"  688,    4,    1","  256,    1,    1"
65,23.71,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.03,3.80,51.22,76.29,40,"  688,    4,    1","  256,    1,    1"
804,23.67,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.97,3.78,44.10,76.33,40,"  688,    4,    1","  256,    1,    1"
780,23.62,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.06,3.79,42.76,76.38,40,"  688,    4,    1","  256,    1,    1"
876,23.61,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.03,3.79,43.06,76.39,40,"  688,    4,    1","  256,    1,    1"
101,23.57,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16,3.77,51.01,76.43,40,"  688,    4,    1","  256,    1,    1"
85,23.57,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16.03,3.78,51.35,76.43,40,"  688,    4,    1","  256,    1,    1"
73,23.52,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.94,3.75,50.94,76.48,40,"  688,    4,    1","  256,    1,    1"
69,23.45,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.97,3.74,51.52,76.55,40,"  688,    4,    1","  256,    1,    1"
135,23.42,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.94,3.73,51.68,76.58,40,"  688,    4,    1","  256,    1,    1"
89,23.37,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.94,3.72,52.02,76.63,40,"  688,    4,    1","  256,    1,    1"
105,23.28,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.97,3.72,51.38,76.72,40,"  688,    4,    1","  256,    1,    1"
812,23.23,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.90,3.69,43.23,76.77,40,"  688,    4,    1","  256,    1,    1"
836,23.21,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.94,3.70,43.12,76.79,40,"  688,    4,    1","  256,    1,    1"
772,23.18,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.94,3.69,39.55,76.82,40,"  688,    4,    1","  256,    1,    1"
788,23.18,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.87,3.68,43.27,76.82,40,"  688,    4,    1","  256,    1,    1"
113,23.18,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.90,3.69,51.46,76.82,40,"  688,    4,    1","  256,    1,    1"
1126,23.13,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.44,14.21,44.28,76.87,38,"10988,    1,    1","  256,    1,    1"
139,23.10,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.90,3.67,50.57,76.90,40,"  688,    4,    1","  256,    1,    1"
776,23.04,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,16,3.69,43.72,76.96,40,"  688,    4,    1","  256,    1,    1"
1146,23.03,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.41,14.14,44.83,76.97,38,"10988,    1,    1","  256,    1,    1"
768,22.99,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.87,3.65,43.29,77.01,40,"  688,    4,    1","  256,    1,    1"
109,22.93,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.90,3.65,51.53,77.07,40,"  688,    4,    1","  256,    1,    1"
131,22.89,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.84,3.63,51.60,77.11,40,"  688,    4,    1","  256,    1,    1"
796,22.88,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.84,3.62,43.28,77.12,40,"  688,    4,    1","  256,    1,    1"
61,22.76,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.78,3.59,51.15,77.24,40,"  688,    4,    1","  256,    1,    1"
1206,22.76,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.15,13.92,44.85,77.24,38,"10988,    1,    1","  256,    1,    1"
1218,22.76,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.15,13.92,44.29,77.24,38,"10988,    1,    1","  256,    1,    1"
1250,22.75,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.18,13.92,44.83,77.25,38,"10988,    1,    1","  256,    1,    1"
1059,22.75,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,201.47,45.84,36.97,84.31,120,"    4,  688,    1","  128,    1,    1"
1063,22.69,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,201.02,45.61,36.84,84.50,120,"    4,  688,    1","  128,    1,    1"
1246,22.67,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.12,13.85,44.37,77.33,38,"10988,    1,    1","  256,    1,    1"
1226,22.66,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.09,13.84,44.54,77.34,38,"10988,    1,    1","  256,    1,    1"
1162,22.63,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.12,13.83,44.21,77.37,38,"10988,    1,    1","  256,    1,    1"
844,22.63,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.81,3.58,42.81,77.37,40,"  688,    4,    1","  256,    1,    1"
1102,22.57,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.09,13.79,44.16,77.43,38,"10988,    1,    1","  256,    1,    1"
1238,22.54,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.02,13.76,44.79,77.46,38,"10988,    1,    1","  256,    1,    1"
1138,22.54,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.06,13.76,44.55,77.46,38,"10988,    1,    1","  256,    1,    1"
1134,22.52,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,61.09,13.76,44.47,77.48,38,"10988,    1,    1","  256,    1,    1"
1242,22.52,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.96,13.73,44.79,77.48,38,"10988,    1,    1","  256,    1,    1"
1198,22.48,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.96,13.71,44.52,77.52,38,"10988,    1,    1","  256,    1,    1"
1214,22.48,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.96,13.71,44.72,77.52,38,"10988,    1,    1","  256,    1,    1"
123,22.46,nhwcToNchwKernel,..engines_precompiled::nhwcToNchwKernel<__half..nhwc2nchw_params_t<T3..,15.78,3.54,51.75,77.54,40,"  688,    4,    1","  256,    1,    1"
1174,22.45,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.93,13.68,44.81,77.55,38,"10988,    1,    1","  256,    1,    1"
1182,22.44,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.86,13.66,44.65,77.56,38,"10988,    1,    1","  256,    1,    1"
1190,22.38,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.90,13.63,44.65,77.62,38,"10988,    1,    1","  256,    1,    1"
1170,22.34,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.86,13.60,44.62,77.66,38,"10988,    1,    1","  256,    1,    1"
1094,22.30,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.90,13.58,44.57,77.70,38,"10988,    1,    1","  256,    1,    1"
1202,22.30,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.77,13.55,44.50,77.70,38,"10988,    1,    1","  256,    1,    1"
1122,22.27,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.80,13.54,44.64,77.73,38,"10988,    1,    1","  256,    1,    1"
1186,22.24,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.74,13.51,44.66,77.76,38,"10988,    1,    1","  256,    1,    1"
1154,22.22,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.83,13.52,44.69,77.78,38,"10988,    1,    1","  256,    1,    1"
1118,22.22,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.80,13.51,44.49,77.78,38,"10988,    1,    1","  256,    1,    1"
1150,22.21,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.80,13.50,44.40,77.79,38,"10988,    1,    1","  256,    1,    1"
1114,22.16,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.80,13.47,44.33,77.84,38,"10988,    1,    1","  256,    1,    1"
1230,22.14,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.67,13.43,44.32,77.86,38,"10988,    1,    1","  256,    1,    1"
1106,22.14,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.74,13.45,44.46,77.86,38,"10988,    1,    1","  256,    1,    1"
882,22.13,vectorized_elementwise_kernel,..unnamed>::leaky_relu_kernel..TensorIteratorBase..Scalar..instance..operator..,15.42,3.41,9.95,77.87,18," 5500,    1,    1","  128,    1,    1"
1178,22.09,nchwToNhwcKernel,..engines_precompiled::nchwToNhwcKernel<__half..nchw2nhwc_params_t<T3..,60.67,13.40,43.65,77.91,38,"10988,    1,    1","  256,    1,    1"
